,ID,title,ques,ans
664,1824,يحرم الكذب لما فيه من المفاسد الدينية والدنيوية,هل يجوز الكذب على الأب إذا كانت الحقيقة تؤذي الابن، بحيث يقول الابن الكذب لأبيه ليتجنب غضبه؟ وجزاكم الله خيرا.....,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه وسلم أما بعد:
فالله سبحانه وتعالى إذا حرّم أمراً فإنما يحرمه للمفسدة التي فيه سواءً كان هذا التحريم للأمر ذاته، أو لأمرٍ خارج عنه. والكذب مفسدته ذاتية أي أن هذه المعصية في نفسها هي مفسدة فالكذب بجميع صوره، وأشكاله حرام سواء على الأب أو المدرس أو المسؤول أو غير ذلك. قال تعالى: (يا أيها الذين آمنوا اتقوا الله وكونوا مع الصادقين)[التوبة:119] وثبت عن نبينا صلى الله عليه وسلم أنه قال: ""دع ما يريبك إلى ما لا يريبك فإن الصدق طمأنينة والكذب ريبة"" [رواه الترمذي وهو صحيح]. وبإمكانك أن تدفع غضب والدك بطريقة أخرى مباحة كأن تُعَرِّض عليه فإن في المعاريض مندوحة عن الكذب وإياك واللجوء إلى ما يغضب الله. ثم يا أخي ما يدريك لعل الله إذا علم منك الصدق ينجيك من غضب والدك ويجعله يرضى عنك فقد قال صلى الله عليه وسلم: ""من أسخط الناس برضا الله كفاه الله مؤونة الناس"" [رواه ابن حبان وهو صحيح] فالله نسأل أن يوفقنا وإياك. وأن يجنبنا جميعاً الخطأ والزلل. والله تعالى أعلم."
665,1821,صلاة النافلة تجبر نقص الفريضة,هل يجوز ترك النوافل بعد الصلاة؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:
فالواجب على المسلم في اليوم والليلة هو الصلوات الخمس ، كما في البخاري ومسلم وغيرهما من حديث طلحة بن عبيد الله رضي الله عنه قال: ""جاء رجل إلى رسول الله صلى الله عليه وسلم من أهل نجد ثائر الرأس نسمع دوي صوته ولا نفقه ما يقول ، حتى دنا فإذا هو يسأل عن الإسلام ، فقال رسول الله صلى الله عليه وسلم : خمس صلوات في اليوم والليلة . فقال هل علي غيرها؟ قال: لا إلا أن تطَّوع ، قال رسول الله صلى الله عليه وسلم : وصيام رمضان . قال هل علي غيره ؟ قال لا إلا أن تطَّوع . قال : وذكر له رسول الله صلى الله عليه وسلم الزكاة ، قال هل علي غيرها؟ قال لا إلا أن تطَّوع، قال فأدبر الرجل وهو يقول: والله لا أزيد على هذا ولا أنقص . قال رسول الله صلى الله عليه وسلم : أفلح إن صدق"". لكن لا ينبغي للمسلم أن يعرض عن النوافل وخاصة الرواتب التي داوم عليها النبي صلى الله عليه وسلم وحث عليها. والنوافل لها أهمية كبيرة ، وذلك لأنها تجبر النقص الذي قد يحصل في الفرائض ففي سنن ابن ماجه والترمذي أن النبي صلى الله عليه وسلم قال: ""إن أول ما يحاسب عليه العبد يوم القيامة من عمله صلاته، فإن صلحت فقد أفلح ونجح، وإن فسدت فقد خاب وخسر، فإن انتقص من فريضته شيء قال الرب عز وجل : انظروا هل لعبدي من تطوع فيكمل بها ما انتقص من الفريضة ، ثم يكون سائر عمله على ذلك"".
والله تعالى أعلم"
666,1828,الدين يحث على الإنجاب والإكثار من الذرية,السلام عليكم لقد فقدت طفلي البالغ من العمر 6 سنين منذ ثمانية أشهر وإنني في غاية الشوق إليه الألم في قلبي كل الوقت أطلب من الله تعالى أن يبارك لي في بقية أولادي وزوجي يتعذب كثيرا لخوفي أن أكون فقدته بذنب أقدمت عليه بدون أن يدري، والآن زوجي يريد طفلا مع العلم أنني أبلغ من العمر 42 عاما ولقد استخرنا الله ما رأي الدين والعلم في الإنجاب في هذا العمر؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه وسلم أما بعد:       نسأل الله تعالى أن يلهمك الصبر والاحتساب وأن يقر عينك بالذرية الصالحة. واعلمي أن ما حدث معك هو ابتلاء من الله تعالى، ليفوز الصابرون المحتسبون، كما روى البخاري في صحيحه من حديث أبي هريرة أن رسول الله صلى الله عليه وسلم قال: ""يقول الله تعالى ما لعبدي المؤمن عندي جزاء إذا قبضت صفيه من أهل الدنيا ثم احتسبه إلا الجنة"". وروى الإمام أحمد والترمذي من حديث أبي موسى الاشعري أن رسول الله صلى الله عليه وسلم قال: ""إذا مات ولد العبد قال الله لملائكته: قبضتم ولد عبدي؟ فيقولون: نعم. فيقول: قبضتم ثمرة فؤاده؟ فيقولون: نعم. فيقول: ماذا قال عبدي؟ فيقولون: حمدك واسترجع. فيقول الله: ابنوا لعبدي بيتا في الجنة وسموه بيت الحمد) [حسنه الترمذي]. وأما بلوغك 42 عاما فهذا لا يمنع من إنجابك، والأمر كله بيد الله تعالى. وفقنا الله وإياكم لما يحب ويرضى. والله تعالى أعلم."
667,1836,دواء المؤمن المقصر الاستغفار والتوبة مع العمل الصالح,ما هو حكم من نظر إلى ما حرم الله يوم الخميس ثم ذهب إلى صلاة الجمعة فهل يغفر له؟ وشكراً.,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه وسلم أما بعد:

ف يقول الباري جلّ ذكره: (قل يا عبادي الذين أسرفوا على أنفسهم لا تقنطوا من رحمة الله إن الله يغفر الذنوب جميعاً إنه هو الغفور الرحيم) [الزمر:53]. وروى الإمام أحمد في مسنده، والترمذي في سننه، وابن ماجه، والحاكم عن أنس بن مالك رضي الله عنه قال: قال رسول الله صلى الله عليه وسلم : ""كل ابن آدم خطّاء، وخير الخطائين التوابون"". فطوبى لعبد اعترف بذنبه، ورجع إلى ربه نادماً متحسراً، يواصل الاستغفار والطاعة والعبادة وقراءة القرآن وذكر الله. فذلك شأن المؤمن المقصر حتى يرغم الشيطان ويرضي الملك الديان. روى ابن ماجه عن ابن مسعود رضي الله عنه، عن النبي صلى الله عليه وسلم أنه قال: ""التائب من الذنب كمن لا ذنب له"" [حسنه ابن حجر]. وفي مسند الإمام أحمد عن أبي هريرة رضي الله عنه عن النبي صلى الله عليه وسلم أنه قال: ""الجمعة إلى الجمعة كفارة ما بينهما ما لم تغش الكبائر""."
668,1832,يجوز الشراء والبيع بالتقسيط بسعر أكثر,السلام عليكم ورحمة الله وبركاته، أمابعد فجزاكم الله خيرا على هذا الموقع الذي يساعدنا على فهم الحلال من الحرام. السؤال : أبى يملك مقدارا من المال وهو يجيد تجارة الأجهزة الكهربائية ومثل هذه الأشياء، ولكن ليس عنده ما يكفيه لإيجار أو شراء محل. ويستغل المبلغ فى البيع بالتقسيط، كأن يطلب منه زبون سلعة ما بمواصفات معينة فينزل أبي إلى السوق لشرائها، ويبيعها للزبون على أقساط شهرية بنسبة ربح حوالى 25-30 %. فما الحكم في هذا (برجاء التفصيل في الإجابة) وما هو السبيل لاستثمار رأس المال القليل إذا تناقصت قيمة العملة بمرور الزمن. وهل يجوز الادخار في صورة شراء ذهب وبيعه بعد عدة سنوات بعد أن يكون سعره قد ارتفع ؟ أفيدونا أفادكم الله. والسلام عليكم ورحمة الله وبركاته.,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه وسلم أما بعد:

فلا حرج فيما يقوم به أبوك من شراء هذه الأدوات وبيعها على الناس تقسيطاً بأكثر مما اشتراها به، إذا كان البيع تام الشروط منتفي الموانع، لأن الإنسان إذا ملك الشيء جاز له بيعه بما شاء حالا أو مؤجلاً بمثل ما اشتراه أو أكثر أو أقل حسبما يكون عليه الاتفاق بينه وبين المشتري. وأما السبيل لاستثمار ذلك المال القليل فإنه يكون باستثماره فيما أحل الله تعالى من البيع والشراء. والحذر كل الحذر أن يستثمر فيما حرم الله تعالى، فإن القليل المستثمر فيما أحل الله تعالى يجعل الله فيه البركة وينميه ويزكيه. والكثير المستثمر فيما حرم الله تعالى ينزع الله منه البركة ويمحقه ، كما قال تعالى: ( يمحق الله الربا ويربي الصدقات ) [البقرة: 276] ويجوز شراء ذهب وادخاره حتى ترتفع قيمته ثم بيعه .لكن على من فعل ذلك أن يزكي ذلك الذهب المدخر كلما حال عليه الحول إذا كان قد بلغ نصاباً. ونصاب الذهب عشرون ديناراً ( 85جراماً ).
والله أعلم."
669,1834,كفارة من قتل أخاه خطأ صيام شهرين متتابعين,"حصل لي حادث مروري مع أخي الأكبر قبل عامين، نتج عن هذا الحادث وفاة أخي الأكبر رحمه الله وقد كنت أنا من يقود السيارة, وحصل الحادث نتيجة السرعة الزائدة حيث كانت سرعتي 140 كلم في حين ان السرعة القانونية كانت 120 كلم .
وقد أفادني البعض بأن علي صيام شهرين متتابعين، لأن الحادث يعتبر من القتل الخطأ. ولأني لازلت أبحث عن حكم الشرع في هذه المسألة أرجو منكم أن تفيدوني في هذه المسالة وجزاكم الله خيرا.","الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:      

فإذا كان الحادث الذي حصلت بسببه وفاة أخيك قد تقرر لدى أهل الاختصاص أنك كنت أنت المتسبب فيه فعليك أخي الكريم الدية، وتتحملها عاقلتك وتعطى لورثة الميت الذي هو أخوك رحمه الله، ولا شيء لك من الدية، إضافة إلى أنه يلزمك الكفارة وهي عتق رقبة، فإن لم تجد فصيام شهرين متتابعين. لقوله تعالى: (وما كان لمؤمن أن يقتل مؤمناً إلا خطأ ومن قتل مؤمنا خطأً فتحرير رقبة مؤمنة ودية مسلمة إلى أهله إلا أن يصدقوا فإن كان من قومٍ عدوٍ لكم وهو مؤمن فتحرير رقبة مؤمنة وإن كان من قومٍ بينكم وبينهم ميثاق فدية مسلمة إلى أهله وتحرير رقبة مؤمنة فمن لم يجد فصيام شهرين متتابعين توبة من الله وكان الله عليماً حكيماً) [النساء: 92]. والله تعالى أعلم."
670,1837,البيعة وما يتعلق بها,ما هي البيعة؟ وهل طبقت عبر العصور الإسلامية؟,"الحمد لله، والصلاة والسلام على رسول الله، وعلى آله، وصحبه، أما بعد:
1. البيعة هي: اختيار أهل الحل والعقد رجلًا يتولى أمر الأمة؛ لجلب المنافع الدينية، والدنيوية، ودفع المضار عنها، وقمع الفتن، وإقامة الحدود، ونشر العدل بينهم، وردع الظالم، ونصر المظلوم.
ويشترط في المختار عشرة أوصاف: أن يكون ذكرًا، حرًّا، بالغًا، عاقلًا، مسلمًا، عدلًا، شجاعًا، قرشيًّا، عالمًا، كافيًا لما يتولاه من سياسة الأمة، ومصالحها.
فإذا اختاروه على هذه المواصفات، فقد تمت البيعة له من قبل الأمة، ولزمهم طاعته، وتنفيذ ما أمر به، وترك ما نهى عنه، إلاّ إذا أمر بمعصية الله، فلا يطاع؛ لقوله صلى الله عليه وسلم: لا طاعة في معصية، إنما الطاعة في المعروف. متفق عليه.
2. والبيعة: هي بيعة أهل الحل والعقد، من الأمراء، والعلماء، والرؤساء، ووجوه الناس، الذين يتيسر حضورهم ببلد الإمام.
3. وقد طبقت البيعة بعد وفاة الرسول صلى الله عليه وسلم، حيث تمت البيعة لأبي بكر الصديق -رضي الله عنه- من قبل الصحابة.
وأما عمر -رضي الله عنه- فكان قد نصبه، وعينه، أبو بكر، وتمت له البيعة بعد ذلك، ولعثمان -رضي الله عنه-، ثم لعلي -رضي الله عنه-، ثم للحسن -رضي الله عنه-.
ويجب الوفاء بالبيعة، ولو كان فاسقًا؛ درءًا للفتنة؛ حتى لا يؤدي إلى تفريق كلمة الأمة، والاحتراب فيما بينها.
والله تعالى أعلم."
671,1838,لا يجوز استخدام مكان الغير لقضاء الحاجة إلا بإذنه مالم يكن مضطرا,"السلام عليكم
هل يصح استخدام حمامات الفنادق والمطاعم الكبرى في قضاء الحاجات الخاصة دون أن يكون الشخص مقيما في الفندق بل مجرد مرور فقط؟","الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه وسلم أما بعد:
فإذا كان أصحاب هذه المحلات لا يأذنون في استخدامها إلا لمن هو مقيم عندهم أو جرت العادة بذلك، فلا يجوز استخدامها، وإذا كانوا يأذنون فيها لكل أحد بتصريحهم أو عرف ذلك من حالهم، أو جرت به العادة جاز استخدامها. وهذا كله في حال السعة والاختيار، أما من اضطر إليها اضطراراً فله أن يستعملها ولو لم يأذنوا، لأن للضرورة أحكامها. والله تعالى أعلم."
672,1839,الأخذ بالقول الأحوط عند اختلاف العلماء أولى,ماذا عن اختلاف رأي العلماء؟. وعن أخد الرأي الأحوط؟ نرجو توضيح هذا الموضوع.,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه، أما بعد:
فمصدر التشريع الإسلامي هو كتاب الله تعالى، وسنة رسول الله صلى الله عليه وسلم المبينة له، لقول الله تعالى: وَأَنْزَلْنَا إِلَيْكَ الذِّكْرَ لِتُبَيِّنَ لِلنَّاسِ مَا نُزِّلَ إِلَيْهِمْ وَلَعَلَّهُمْ يَتَفَكَّرُونَ [النحل: 44].
والعلماء يستنبطون الأحكام من هذين المصدرين، فإن أجمعوا فإجماعهم حجة قاطعة، وإن اختلفوا، فاختلافهم منشأه أمران أساسيان:
1 – اختلافهم في فهم النص واستنباط الحكم منه.
2 – اختلافهم في ثبوته إن كان حديثاً. ولله في ذلك حكمة بالغة.
وينبغي للمسلم عند اختلافهم أن يأخذ بالأحوط، ويخرج من الخلاف، إلا عند الضرورة فيأخذ بما شاء.
واعلم أنه ليس كل خلاف معتبر حتى يكون له مستند مقبول عند أهل العلم.
ولله در القاتل:
وليس كل خلاف جاء معتبراً                حتى يكون له حظ من النظر.
والله أعلم."
673,1840,لا يجوز ترك صلاة من الصلوات المفروضة,هل يجوز ترك صلاة الفجر؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه، أما بعد:
فيقول الله تعالى: إِنَّ الصَّلَاةَ كَانَتْ عَلَى الْمُؤْمِنِينَ كِتَابًا مَوْقُوتًا [النساء:103]. أي مفروضة في أوقات معينة، لا يجوز إخراجها عنها، فمن أخرجها عن الوقت بغير عذرٍ شرعيٍ، كان مضيعاً لها.
ويقول الله تعالى في حق المضيع لصلاته: فَخَلَفَ مِنْ بَعْدِهِمْ خَلْفٌ أَضَاعُوا الصَّلَاةَ وَاتَّبَعُوا الشَّهَوَاتِ فَسَوْفَ يَلْقَوْنَ غَيًّا [مريم:59]. والمراد بإضاعتها تأخيرها عن وقتها، فكيف بمن تركها كلياً. وقال أيضاً: فَوَيْلٌ لِلْمُصَلِّينَ * الَّذِينَ هُمْ عَنْ صَلَاتِهِمْ سَاهُونَ [الماعون:5 - 6]. أي يؤخرها عن وقتها المؤقت.
وقال صلى الله عليه وسلم: من فاتته صلاة العصر فكأنما وتر أهله وماله. رواه البخاري، وفي رواية: فقد حبط عمله. وقال صلى الله عليه وسلم: من صلى الصبح فهو في ذمة الله، فلا يطلبنكم الله من ذمته بشيء فيدركه فيكبه في نار جهنم. رواه مسلم في صحيحه عن جندب رضي الله عنه.
والتارك لصلاة، أو صلاتين، في حكم تارك الصلاة، والعياذ بالله. فننصح الأخ السائل أن لا يتهاون بالصلاة، فإن ذلك من علامات النفاق، والمنافق مخلد في النار والعياذ بالله.
والله تعالى أعلم."
674,1841,خير ما تقومين به بعد تقوى الله بر الوالدين,بسم الله الرحمن الرحيم السادة الكرام السلام عليكم ورحمة الله وبركاته أرجو التكرم بإفادتي في مسألة طالما أقضت مضجعي ، سمعت كثيراً وتعلمت في المدارس بر الوالدين وطاعتهما والتحريض والحث على ذلك ولكن في ما أمر الله ، فإذا كانت هذه الأم تصلي وتصوم وتأمر بما يخالف الدين وهي ترى نفسها على صواب وتغضب إذا خالفتها الرأي ، تقول لي أشياء أعجب لسماعها وبعد فترة تنكر كل ماقالته وتدعي أنها لا تقول هذه الأشياء حتى بت أشك في نفسي ، قبل زواجي كانت تقف بجانب الإخوة الذكور وتميزهم وتقول إنها على حق دوماً وبعد زواجي لاتزال تعطي نفسها الحق في التدخل في كل صغيرة وكبيرة لقد انقلب إخوتي علي ، أخاف أن اخسر حياتي الآن . أفتوني في معاملة والدتي رعاكم الله .,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه وسلم أما بعد:

الأخت السائلة إن خير ما نوصيك به بعد تقوى الله برك بأمك واحتساب الأجر عند الله مما يصيبك منها والصبر على الأذى الذي تلقينه منها ـ وإياك أن تقابلي الإساءة بالإساءة ولكن قابليها بالإحسان واعلمي أن لك الأجر الجزيل عند الله ببرك بوالدتك ، فإن حق الأم عظيم ونوصيك بالدعاء لوالدتك بالهداية والمغفرة فإن القلوب بيد الله سبحانه وثقي أنّ معاملتك الحسنة لوالدتك سوف تغيِّر منها وتجعلها تنظر إليك بتوقير واحترام وعلى أقل الأحوال فإنها سوف تكف عنك وأخيراً فإننا نذكرك بقول الله تعالى: ""وقضى ربك أن لا تعبدوا إلا إياه وبالوالدين إحسانا"". وعن أبي هريرة رضي الله عنه قال جاء رجل إلى رسول الله صلى الله عليه وسلم فقال: (يا رسول الله من أحق الناس بحسن صحابتي؟ قال: أمك قال: ثم من؟ قال: أمك. قال: ثم من؟ قال: أمك. قال: ثم من؟ قال: أبوك) متفق عليه. أما إذا أمرت بما يخالف الدين والشرع فلا طاعة لمخلوق في معصية الخالق كائنا من كان .
والله تعالى أعلم."
675,1843,يراعى في فستان الفرح الحشمة والستر,ما حكم الفيلو(فستان الفرح الذي تلبسه العروس ليلة الزفاف والذي لا يراعى الحشمة ولا السترة)؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه وسلم أما بعد:      
لبس الفستان الفاضح الموصوف بالسؤال الذي لا تراعى فيه الحشمة ولا السترة يعتبر من المنكرات الشائعة في الأفراح فالمرأة تلبس الساتر في فرح وغيره ولكن للأسف كل هذا من التقاليد التي جاءتنا من الغرب وحب التشبه بهم حتى ولو كان على حساب ديننا وعاداتنا التي تربينا عليها من خلال كتاب الله وسنة رسوله فاجتناب مثل هذه الأفعال الشنيئة مطلوب من كل صاحب غيرة ودين وفق الله المسلمين للالتزام بدينهم."
676,1845,الطعن في الدِّين أو في النبيّ صلى الله عليه وسلم كفر مخرج من الملة,ما حكم الإسلام في التطاول على الرسول الكريم؟ جزاكم الله خيرًا.,"الحمد لله، والصلاة والسلام على رسول الله، وعلى آله، وصحبه، أما بعد:
فقد دل الكتاب، والسنة، والإجماع على أن الطعن في محمد صلى الله عليه وسلم، أو التنقص منه، أو الاستهزاء بشيء من سنته، كفر أكبر، يخرج من ملة الإسلام، قال الله تعالى: وَلَئِنْ سَأَلْتَهُمْ لَيَقُولُنَّ إِنَّمَا كُنَّا نَخُوضُ وَنَلْعَبُ قُلْ أَبِاللَّهِ وَآيَاتِهِ وَرَسُولِهِ كُنْتُمْ تَسْتَهْزِئُونَ لَا تَعْتَذِرُوا قَدْ كَفَرْتُمْ بَعْدَ إِيمَانِكُمْ {التوبة:65-66}، قال شيخ الإسلام ابن تيمية في كتابه: ""الصارم المسلول على شاتم الرسول"": وهذا نص في أن الاستهزاء بالله، وبآياته، وبرسوله كفر، فالسبّ المقصود بطريق الأولى، وقد دلت هذه الآية على أن كل من تنقص رسول الله صلى الله عليه وسلم جادًّا، أو هازلًا، فقد كفر. وروى أبو داود، والنسائي عن ابن عباس -رضي الله عنهما-: أن أعمى كانت له أم ولد، تشتم النبي صلى الله عليه وسلم، وتقع فيه، فينهاها، فلا تنتهي، ويزجرها، فلا تنزجر، فلما كانت ذات ليلة، جعلت تقع في النبي صلى الله عليه وسلم، وتشتمه، فأخذ المعول، فوضعه في بطنها، واتكأ عليها، فقتلها، فلما أصبح ذكر ذلك لرسول الله صلى الله عليه وسلم، فجمع الناس، فقال صلى الله عليه وسلم: ""أنشد الله رجلًا فعل ما فعل، لي عليه حق، إلا قام""، فقام الأعمى يتخطى الناس، وهو يتزلزل؛ حتى قعد بين يدي النبي صلى الله عليه وسلم، فقال: ""يا رسول الله، أنا صاحبها، كانت تشتمك، وتقع فيك، فأنهاها، فلا تنتهي، وأزجرها، فلا تنزجر، ولي منها ابنان مثل اللؤلؤتين، وكانت بي رفيقة، فلما كان البارحة، جعلت تشتمك، وتقع فيك، فأخذت المعول، فوضعته في بطنها، واتكأت عليها؛ حتى قتلتها""، فقال النبي صلى الله عليه وسلم: ""ألا اشهدوا أن دمها هدر"". إلى غير ذلك من وقائع السيرة، الدالة على هذا الحكم.
وأما الإجماع، فقد حكاه غير واحد من العلماء، قال الإمام إسحاق بن راهويه: أجمع المسلمون على أن من سب الله، أو سب رسوله صلى الله عليه وسلم، أو دفع شيئًا مما أنزل الله عز وجل، أو قتل نبيًّا من أنبياء الله تعالى، أنه كافر بذلك، وإن كان مقرًّا بكل ما أنزل الله. وقال محمد بن سحنون: أجمع العلماء على أن شاتم الرسول صلى الله عليه وسلم، والمنتقص له، كافر، والوعيد جاء عليه بعذاب الله، وحكمه عند الأمة القتل، ومن شكّ في كفره وعذابه، كَفَر. فمن ثبت عليه الطعن، أو التنقص لرسول الله صلى الله عليه وسلم، شمله هذا الحكم، ولا كرامة.
والله تعالى أعلم."
677,1844,نصيب الزوجة الثمن فرضا وللأولاد الباقي عصبة,"توفي رجل عن زوجة وولد وخمس بنات، ثم توفيت الزوجة عن ابن أخ وثلاث بنات، حيث إنها ليست أم الولد المذكور في أول السؤال، وكذلك ليست أمَّا لبقية البنات الاثنتين، فإذا بيع عقار بمبلغ 250 ألفًا، فما هو نصيب كل من هؤلاء الورثة؟
وجزاكم الله كل خير.","الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه، أما بعد:
فهذا الرجل الذي خلف تركة قدرها (250ألفًا)، ولم يكن له أب أو أم، فتوزع تركته على من ذُكِرَ في السؤال كالآتي.
للزوجة الثمن فرضًا؛ لقوله تعالى: فَإِنْ كَانَ لَكُمْ وَلَدٌ فَلَهُنَّ الثُّمُنُ مِمَّا تَرَكْتُمْ [النساء: 12]، والباقي للأولاد ذكوراً وإناثاً للذكر مثل حظ الأنثيين لقوله تعالى: يُوصِيكُمُ اللَّهُ فِي أَوْلَادِكُمْ لِلذَّكَرِ مِثْلُ حَظِّ الْأُنْثَيَيْنِ [النساء: 11].
فالمسألة من ثمانية، للزوجة سهم والباقي للأولاد، للابن سهمان، ولكل بنت سهم واحد. ومقدار السهم الواحد (31.250 ألفًا)، وللابن (62.500 ألفًا)، ولكل بنت (31.250 ألفاً)، وحيث توفيت الزوجة، فإن تركتها وهي (31.250 ألفًا) مقدار ما ورثته عن زوجها، فتوزع على ورثتها، فلبناتها الثلاث الثلثان، لقوله تعالى: فَإِنْ كُنَّ نِسَاءً فَوْقَ اثْنَتَيْنِ فَلَهُنَّ ثُلُثَا مَا تَرَكَ [النساء: 11]، والباقي لابن الأخ تعصيبًا.
فالمسألة من تسعة، لكل بنت سهمان فرضاً، ولابن الأخ ثلاثة أسهم بالتعصيب، ومقدار السهم الواحد من هذه التركة هو 3.472، فلكل بنت 6.944 ولابن الأخ 1.416.
والله تعالى أعلم."
678,1848,حكم الكبير في السن المريض.,رجل كبير السن توفي ولم يستطع صيام شهرين من رمضان بسبب مرضه وكبر سنه حتى إنه في البداية كان يصبح صائما ثم يقول إنه يريد أن يفطر أو يتغدى ناسيا أنه صائم.هل يصوم عنه ابنه وبناته ، وهل هناك فدية؟ نرجو التوضيح رحمكم الله.,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:
فإن كان الأمر كما يقول الأخ السائل: فلا يصوم عن هذا الرجل ابنه ولا بناته، ولكن يدفعون فديةً عنه مقدارها مد من غالب قوت أهل البلد عن كل يومٍ، لأنه كان قد سقط عنه الصوم في حياته لكبره وكان عليه الفدية فمات ولم يفد، فتدفع عنه بعد موته. وهذا أصح القولين في الفدية عن الشيخ الكبير والمرأة الكبيرة، ودليله قراءة بن عباس رضي الله تعالى عنه: (وعلى الذين يطوقونه فدية طعام مسكين) [البقرة: 184]. بفتح طاء يطوقونها بعدها واو مسكورة مشددة. والمعنى: يكلفون الصوم فلا يطيقون، وهذا قول أبي حنيفة، والإمام أحمد، والشافعي، ويروى ذلك عن ابن عمر وابن عباس وأنس بن مالك وأبي هريرة، رضي الله عنهم جميعاً. أما أثر ابن عمر رضي الله عنه: فرواه الدارقطني عن نافع عنه، وأما أثر ابن عباس رضي الله عنه: فرواه البخاري من حديث عطاء أنه سمع ابن عباس رضي الله عنهما يقرأ: (وعلى الذين يُطَوَّقُونَهُ فدية طعام مسكين). قال ابن عباس ليست منسوخةً، وهي للشيخ الكبير والمرأة الكبيرة لا يستطيعان أن يصوما فيطعما مكان كل يوم مسكيناً، وروى أبو داود من حديث سعيد بن جبير عن ابن عباس نحوه، وله طرق في سنن البيهقي. والله تعالى أعلم."
679,1846,ترك الصلاة كفر أكبر,ما هو حكم تارك الصلاة؟,"الحمد لله والصلاة والسلام على رسول الله وعلى آله وصحبه أما بعد:
فمن ترك الصلاة جاحداً لوجوبها كفر باتفاق المسلمين. لثبوت وجوبها بالكتاب والسنة وإجماع المسلمين. فمن جحد وجوبها فقد جحد ركناً من أركان الإسلام. ويستتاب فإن تاب وإلا قتل مرتداً. ومن تركها كسلاً وتهاوناً مع إقراره بوجوبها فإنه يستتاب أيضاً فإن تاب وإلا قتل. واختلف أهل العلم في حكمه هل هو كافر أم لا؟. والذي ترجح من حيث الدليل أنه كافر لما في صحيح مسلم أن النبي صلى الله عليه وسلم قال: ""بين الرجل وبين الشرك والكفر ترك الصلاة"". وكما في سنن النسائي وابن ماجه أن رسول الله صلى الله عليه وسلم قال: ""ليس بين العبد وبين الكفر إلا ترك الصلاة"". إلى غير ذلك من الأحاديث الكثيرة الصحيحة الصريحة في أن الحاجز الذي بين العبد والكفر هو الصلاة فمن تركها فقد كسر ذلك الحاجز ودخل في الكفر.
والله تعالى أعلم."
680,1850,الشيطان يسترق السمع بقدر الله,يقول تعالى (إلا من خطف الخطفة فأتبعه شهاب ثاقب) [ الصافات : 10] السؤال ولا اعتراض لماذا يستطيع الشيطان أن يخطف الخطفة ألا تمكن الحراسة المشددة حيث لايتمكن الشيطان أن يخطف حتى الخطفة الواحدة بمعنى آخر ألا يمكن أن يمنع من السمع دون أن يخطف الخطفة ودون أن يلحقه الشهاب؟,"الحمد لله والصلاة والسلام على رسول الله أما بعد:      
فذكر ابن كثير رحمه الله تعالى في تفسير هذه الآية من سورة الصافات ما نصه: (أي إلا من اختطف من الشياطين الخطفة وهي الكلمة يسمعها من السماء فيلقيها إلى الذي تحته ويلقيها الآخر إلى الذي تحته فربما أدركه الشهاب قبل أن يلقيها وربما ألقاها بقدر الله تعالى قبل أن يأتيه الشهاب فيحرقه فيذهب بها الآخر إلى الكاهن).
وهو بذلك يشير إلى الحديث الذي رواه البخاري رحمه الله عن أبي هريرة رضي الله عنه عن النبي صلى الله عليه وسلم قال: ""إذا قضى الله الأمر في السماء ضربت الملائكة بأجنحتها خضعاناً لقوله كأنه سلسلة على صفوان ينفذهم ذلك حتى إذا فزع عن قلوبهم قالوا: ماذا قال ربكم؟ قالوا الحق وهو العلي الكبير. فيسمعها مسترق السمع ومسترق السمع هكذا بعضه فوق بعض ، وصفه سفيان أي راوي الحديث بكفه فحرفها وبدّد بين أصابعه فيسمع الكلمة فيلقيها إلى من تحته ثم يلقيها الآخر إلى من تحته حتى يلقيها على لسان الساحر أو الكاهن فربما أدركه الشهاب قبل أن يلقيها وربّما ألقاها قبل أن يدركه فيكذب معها مائة كذبة فيقال أليس قد قال لنا يوم كذا وكذا كذا وكذا فيصدق بتلك الكلمة التي سمعت من السماء"".
فالحاصل: أن ما يخطفه مسترق السمع إنما هو بقدر الله كما قال ابن كثير رحمه الله. والأمر الآخر أنّ مثل هذا الأمر من باب الفتن عافانا الله حتى يتمايز المؤمنون حقاً بالغيب من غيرهم ممن يعتقدون علم الغيب قد يكون عند بعض الناس كالكهان والسحرة فيسمع كلمة واحدة حقاً ومائة كذبة ومع ذلك ومن ضعف نفوسهم يصدقون ولا حول ولا قوة إلا بالله . والله تعالى أعلم."
